name,pass_cmp,pass_att,pass_yd,pass_td,pass_int,sacks,rush_att,rush_yd,rush_td,tar,rec,rec_yd,rec_td,fum,g,team,core_pass_att,core_rush_att,core_tar,core_pass_yd,core_pass_td,core_int,core_rush_yd,core_rush_td,core_rec,core_rec_yd,core_rec_td,core_fum,proj_pass_att,proj_rush_att,proj_tar,proj_pass_yd,proj_pass_td,proj_int,proj_rush_yd,proj_rush_td,proj_rec,proj_rec_yd,proj_rec_td,proj_fum
Alec Pierce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22,0.46,9.9,0.07,0.0,8,IND,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,2.31,48.77,0.35,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,2.0,36.88,0.29,0.0
Alexander Mattison,0.0,0.0,0.0,0.0,0.0,0.0,9.25,2.87,0.03,4.29,0.53,3.81,0.0,0.02,5,MIA,0.0,9.29,4.28,0.0,0.0,0.0,27.75,0.31,2.22,16.15,0.0,0.29,0.0,6.72,3.47,0.0,0.0,0.0,21.66,0.26,1.82,13.67,0.0,0.0
Allen Lazard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.31,3.46,0.0,0.0,4,NYJ,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,1.02,11.33,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0.0,0.0,1.11,12.4,0.0,0.0
Alvin Kamara,0.0,0.0,0.0,0.0,0.0,0.0,13.91,3.86,0.02,4.35,0.85,6.79,0.05,0.0,7,NOR,0.0,13.04,4.27,0.0,0.0,0.0,48.78,0.28,3.7,29.54,0.21,0.0,0.0,15.79,4.38,0.0,0.0,0.0,53.37,0.45,3.9,32.49,0.23,0.0
Amon-Ra St. Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.16,5.33,0.0,9.0,0.79,8.95,0.07,0.01,10,DET,0.0,0.16,9.44,0.0,0.0,0.0,0.86,0.0,7.18,79.49,0.64,0.1,0.0,0.14,8.47,0.0,0.0,0.0,0.76,0.0,6.46,75.3,0.68,0.0
Andrei Iosivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.7,10.17,0.09,0.0,8,CIN,0.0,0.0,3.93,0.0,0.0,0.0,0.0,0.0,2.72,39.29,0.32,0.0,0.0,0.0,4.91,0.0,0.0,0.0,0.0,0.0,3.44,46.27,0.33,0.0
Andrew Beck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,NYJ,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Ogletree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.37,5.11,0.0,0.0,5,IND,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.44,5.93,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.38,4.48,0.0,0.0
Anthony Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,0.0,1,IND,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.96,21.7,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.83,16.41,0.0,0.0
Anthony Richardson,0.5,25.04,6.36,0.03,0.05,1.04,8.74,6.19,0.11,0.26,1.0,-1.0,0.0,0.04,5,IND,24.21,8.65,0.25,150.28,0.73,1.17,56.23,0.95,0.25,-0.25,0.0,0.35,19.67,9.42,0.2,113.64,0.6,0.25,62.04,1.42,0.22,-0.19,0.0,0.01
Antonio Gibson,0.0,0.0,0.0,0.0,0.0,0.0,6.71,4.84,0.02,1.24,0.62,5.82,0.0,0.02,9,NWE,0.0,6.74,1.27,0.0,0.0,0.0,32.09,0.15,0.77,7.3,0.0,0.18,0.0,7.05,1.48,0.0,0.0,0.0,33.81,0.23,0.86,8.24,0.0,0.0
Ashton Dulin,0.0,0.0,0.0,0.0,0.0,0.0,0.82,12.93,0.0,0.35,0.0,0.0,0.0,0.0,4,IND,0.0,0.81,0.34,0.0,0.0,0.0,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.27,0.0,0.0,0.0,12.16,0.0,0.0,0.0,0.0,0.0
Ashton Jeanty,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.05,2.0,1.0,1.0,0.0,0.0,1,LVR,0.0,20.59,1.91,0.0,0.0,0.0,42.23,1.23,1.93,1.9,0.0,0.0,0.0,22.97,2.07,0.0,0.0,0.0,43.37,1.05,2.06,2.13,0.0,0.0
Austin Ekeler,0.0,0.0,0.0,0.0,0.0,0.0,6.95,3.59,0.04,3.85,0.87,8.31,0.0,0.03,5,WAS,0.0,6.5,3.91,0.0,0.0,0.0,23.28,0.25,3.45,33.83,0.0,0.24,0.0,5.26,3.28,0.0,0.0,0.0,17.91,0.13,2.7,22.64,0.0,0.01
Austin Hooper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.94,10.74,0.06,0.03,9,NWE,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,2.99,34.32,0.18,0.11,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.0,3.33,38.77,0.19,0.0
Baker Mayfield,0.7,32.48,8.23,0.09,0.02,2.25,2.88,7.82,0.03,0.0,0.0,0.0,0.0,0.25,9,TAM,32.17,2.62,0.0,271.18,2.62,0.66,18.76,0.09,0.0,0.0,0.0,0.67,34.08,3.58,0.0,263.55,3.21,0.89,33.56,0.09,0.0,0.0,0.0,0.02
Ben Sims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1,GNB,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.91,1.78,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.87,1.95,0.0,0.0
Ben Sinnott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.85,0.0,0.0,3,WAS,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,1.03,6.19,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.81,4.14,0.0,0.0
Ben Skowronek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.0,16.24,0.24,0.0,5,PIT,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,1.26,20.42,0.29,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,1.45,26.3,0.32,0.0
Ben VanSumeren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,PHI,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
Bhayshul Tuten,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,1,JAX,0.0,2.84,0.0,0.0,0.0,0.0,10.52,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,6.85,0.0,0.0,0.0,0.0,0.0
Bijan Robinson,0.0,0.0,0.0,0.0,0.0,0.0,18.82,4.34,0.05,4.2,0.83,7.63,0.05,0.01,9,ATL,0.0,18.8,4.15,0.0,0.0,0.0,80.79,1.01,3.51,31.85,0.21,0.24,0.0,15.31,3.59,0.0,0.0,0.0,67.75,0.82,3.04,25.31,0.1,0.0
Blake Corum,0.0,0.0,0.0,0.0,0.0,0.0,3.82,3.06,0.0,0.65,0.81,7.78,0.0,0.0,10,LAR,0.0,3.75,0.63,0.0,0.0,0.0,11.76,0.0,0.51,5.14,0.0,0.0,0.0,4.29,0.77,0.0,0.0,0.0,12.16,0.0,0.62,5.74,0.0,0.0
Blake Whiteheart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42,6.06,0.0,0.0,5,CLE,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.42,5.95,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.4,5.67,0.0,0.0
Bo Nix,0.67,36.02,6.16,0.06,0.03,1.35,5.31,3.47,0.0,0.02,1.0,2.0,1.0,0.11,9,DEN,36.44,5.5,0.02,222.91,1.88,0.94,19.07,0.0,0.02,0.04,0.02,0.66,32.15,6.0,0.02,215.07,1.44,0.58,21.34,0.0,0.02,0.04,0.01,0.01
Braelon Allen,0.0,0.0,0.0,0.0,0.0,0.0,5.08,3.06,0.04,1.0,0.86,7.1,0.0,0.0,9,NYJ,0.0,5.08,0.99,0.0,0.0,0.0,15.95,0.22,0.84,6.9,0.0,0.0,0.0,5.99,1.19,0.0,0.0,0.0,20.14,0.27,0.92,7.55,0.0,0.0
Brandin Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.59,6.46,0.05,0.0,6,NOR,0.0,0.0,4.89,0.0,0.0,0.0,0.0,0.0,2.94,32.18,0.24,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.0,0.0,3.1,35.39,0.27,0.0
Brandon Allen,0.56,12.2,6.52,0.03,0.08,0.8,0.8,2.5,0.0,0.0,0.0,0.0,0.0,1.0,2,TEN,13.01,0.79,0.0,83.2,0.37,0.8,1.96,0.0,0.0,0.0,0.0,0.94,14.32,0.7,0.0,90.12,0.35,0.85,1.88,0.0,0.0,0.0,0.0,0.01
Breece Hall,0.0,0.0,0.0,0.0,0.0,0.0,13.29,4.7,0.02,3.31,0.77,7.42,0.02,0.01,8,NYJ,0.0,13.3,3.28,0.0,0.0,0.0,64.1,0.29,2.48,23.86,0.07,0.18,0.0,15.67,3.94,0.0,0.0,0.0,80.91,0.36,2.72,26.13,0.05,0.0
Brenton Strange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.79,8.11,0.0,0.04,8,JAX,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,3.05,31.67,0.0,0.14,0.0,0.0,3.65,0.0,0.0,0.0,0.0,0.0,2.93,32.66,0.0,0.0
Brevyn Spann-Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.68,5.9,0.0,0.0,4,DAL,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,1.2,10.62,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,1.15,9.71,0.0,0.0
Brian Robinson Jr.,0.0,0.0,0.0,0.0,0.0,0.0,12.65,3.91,0.01,2.15,0.78,5.17,0.0,0.02,7,SFO,0.0,13.07,2.0,0.0,0.0,0.0,54.09,0.16,1.54,10.27,0.0,0.28,0.0,12.38,1.72,0.0,0.0,0.0,47.29,0.2,1.45,9.86,0.0,0.0
Brian Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.53,11.81,0.37,10.1,0.59,7.59,0.07,0.0,9,JAX,0.0,0.5,10.12,0.0,0.0,0.0,5.98,0.2,6.05,78.77,0.69,0.0,0.0,0.37,9.69,0.0,0.0,0.0,3.9,0.13,5.81,81.24,0.65,0.0
Brock Bowers,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,9.15,0.72,8.93,0.02,0.0,9,LVR,0.0,0.47,8.75,0.0,0.0,0.0,0.21,0.0,6.36,77.82,0.18,0.0,0.0,0.52,9.49,0.0,0.0,0.0,0.21,0.0,6.8,87.11,0.2,0.0
Brock Purdy,0.69,31.96,8.3,0.05,0.04,2.02,3.58,4.17,0.07,0.0,0.0,0.0,0.0,0.04,8,SFO,29.78,3.7,0.0,245.06,1.59,1.23,16.32,0.32,0.0,0.0,0.0,0.14,25.6,3.5,0.0,235.38,1.82,2.0,14.27,0.39,0.0,0.0,0.0,0.0
Brock Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.74,7.7,0.13,0.0,5,DET,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.9,9.19,0.16,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.81,8.71,0.17,0.0
Bryce Oliver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.81,10.19,0.0,0.0,5,TEN,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,1.15,14.07,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,1.27,15.24,0.0,0.0
Bryce Young,0.58,31.85,6.2,0.04,0.02,2.75,3.96,7.32,0.1,0.0,0.0,0.0,0.0,0.22,9,CAR,31.69,4.02,0.0,205.83,1.47,0.83,29.3,0.4,0.0,0.0,0.0,0.74,30.96,2.77,0.0,197.84,1.15,0.26,15.31,0.23,0.0,0.0,0.0,0.01
Bucky Irving,0.0,0.0,0.0,0.0,0.0,0.0,15.06,5.17,0.02,3.23,1.0,8.85,0.06,0.0,9,TAM,0.0,13.71,3.2,0.0,0.0,0.0,64.85,0.3,3.18,29.0,0.17,0.0,0.0,18.72,3.39,0.0,0.0,0.0,116.03,0.31,3.29,28.18,0.21,0.0
C.J. Stroud,0.62,31.49,6.51,0.03,0.03,3.35,3.53,4.91,0.0,0.02,0.0,0.0,0.0,0.06,9,HOU,29.26,3.32,0.02,186.97,0.92,0.83,16.5,0.0,0.0,0.0,0.0,0.21,26.37,2.62,0.02,168.08,1.1,0.81,12.91,0.0,0.0,0.0,0.0,0.0
Cade Otton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,0.5,6.41,0.01,0.0,7,TAM,0.0,0.0,4.22,0.0,0.0,0.0,0.0,0.0,2.1,27.7,0.04,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,2.17,26.92,0.05,0.0
Cade Stover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.9,4.9,0.05,0.0,7,HOU,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,2.01,10.77,0.12,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,1.76,9.68,0.14,0.0
Caleb Williams,0.62,33.71,6.37,0.04,0.0,4.09,5.16,6.83,0.04,0.0,0.0,0.0,0.0,0.13,10,CHI,32.7,5.23,0.0,207.22,1.53,0.0,37.71,0.21,0.0,0.0,0.0,0.7,31.47,4.55,0.0,196.6,1.16,0.0,28.57,0.15,0.0,0.0,0.0,0.01
Calvin Austin III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,0.75,9.63,0.05,0.0,8,PIT,0.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0,3.19,40.82,0.2,0.0,0.0,0.0,5.03,0.0,0.0,0.0,0.0,0.0,3.67,52.57,0.23,0.0
Calvin Ridley,0.0,0.0,0.0,0.0,0.0,0.0,0.29,12.25,0.0,6.98,0.6,8.6,0.03,0.0,10,TEN,0.0,0.29,7.44,0.0,0.0,0.0,3.48,0.0,4.49,62.79,0.21,0.0,0.0,0.25,8.19,0.0,0.0,0.0,3.33,0.0,4.97,68.01,0.2,0.0
Cam Grandy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.0,5.88,0.0,0.0,3,CIN,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,1.39,8.14,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,1.76,9.58,0.0,0.0
Cam Skattebo,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.5,0.0,2.0,1.0,6.0,0.0,0.0,1,NYG,0.0,1.85,1.93,0.0,0.0,0.0,-2.71,0.0,1.95,11.68,0.0,0.0,0.0,1.56,1.97,0.0,0.0,0.0,-2.06,0.0,1.95,11.83,0.0,0.0
Cam Ward,0.43,28.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1,TEN,29.86,0.0,0.0,117.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.87,0.0,0.0,126.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casey Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.48,5.24,0.0,0.0,2,ATL,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,2.34,25.26,0.0,0.0,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,2.03,20.07,0.0,0.0
Cedric Tillman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,0.56,6.47,0.08,0.03,4,CLE,0.0,0.0,7.21,0.0,0.0,0.0,0.0,0.0,4.05,46.27,0.56,0.22,0.0,0.0,6.36,0.0,0.0,0.0,0.0,0.0,3.85,44.08,0.7,0.01
CeeDee Lamb,0.0,0.0,0.0,0.0,0.0,0.0,0.37,4.12,0.0,10.28,0.67,8.75,0.03,0.0,9,DAL,0.0,0.37,10.62,0.0,0.0,0.0,1.51,0.0,7.25,96.93,0.3,0.0,0.0,0.36,10.25,0.0,0.0,0.0,1.59,0.0,6.97,88.6,0.33,0.0
Charlie Kolar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.33,0.0,0.0,2,BAL,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,1.06,5.57,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,1.11,5.97,0.0,0.0
Charlie Woerner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.58,3.29,0.0,0.0,6,ATL,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.93,5.2,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.8,4.13,0.0,0.0
Chase Brown,0.0,0.0,0.0,0.0,0.0,0.0,19.06,3.7,0.02,4.35,0.86,6.32,0.06,0.0,9,CIN,0.0,19.0,4.41,0.0,0.0,0.0,71.98,0.34,3.75,27.37,0.24,0.0,0.0,17.05,5.51,0.0,0.0,0.0,63.1,0.15,4.74,32.24,0.24,0.0
Chigoziem Okonkwo,0.0,0.0,0.0,0.0,0.0,0.0,0.16,17.0,0.0,6.13,0.74,6.57,0.01,0.0,10,TEN,0.0,0.16,6.54,0.0,0.0,0.0,2.67,0.0,4.86,42.13,0.06,0.0,0.0,0.14,7.2,0.0,0.0,0.0,2.55,0.0,5.38,45.63,0.06,0.0
Chimere Dike,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1,TEN,0.0,0.98,1.07,0.0,0.0,0.0,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1.17,0.0,0.0,0.0,8.45,0.0,0.0,0.0,0.0,0.0
Chris Brooks,0.0,0.0,0.0,0.0,0.0,0.0,2.36,4.34,0.08,1.11,0.98,4.71,0.0,0.0,8,GNB,0.0,2.29,0.99,0.0,0.0,0.0,10.31,0.18,0.99,4.64,0.0,0.0,0.0,2.83,0.94,0.0,0.0,0.0,13.84,0.26,0.95,5.1,0.0,0.0
Chris Manhertz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.1,0.0,2,NYG,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.97,10.71,0.09,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.98,10.85,0.06,0.0
Chris Olave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.91,0.54,4.22,0.0,0.0,2,NOR,0.0,0.0,11.68,0.0,0.0,0.0,0.0,0.0,6.43,50.27,0.0,0.0,0.0,0.0,11.98,0.0,0.0,0.0,0.0,0.0,6.78,55.29,0.0,0.0
Chris Rodriguez,0.0,0.0,0.0,0.0,0.0,0.0,4.88,4.67,0.09,0.28,1.0,12.0,0.0,0.0,6,WAS,0.0,4.56,0.28,0.0,0.0,0.0,21.26,0.39,0.29,3.55,0.0,0.0,0.0,3.7,0.24,0.0,0.0,0.0,16.36,0.2,0.23,2.38,0.0,0.0
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,15.92,3.65,0.0,6.67,0.85,7.28,0.0,0.01,5,SFO,0.0,16.44,6.21,0.0,0.0,0.0,63.54,0.0,5.21,44.86,0.0,0.21,0.0,15.58,5.34,0.0,0.0,0.0,55.56,0.0,4.91,43.09,0.0,0.0
Christian Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.59,10.0,0.0,4.21,0.49,13.27,0.0,0.04,7,GNB,0.0,0.57,3.77,0.0,0.0,0.0,5.94,0.0,1.88,49.62,0.0,0.19,0.0,0.71,3.55,0.0,0.0,0.0,7.97,0.0,1.8,54.54,0.0,0.0
Chuba Hubbard,0.0,0.0,0.0,0.0,0.0,0.0,18.16,4.34,0.04,4.26,0.7,3.68,0.05,0.01,8,CAR,0.0,18.45,4.24,0.0,0.0,0.0,79.66,0.74,2.99,16.34,0.25,0.19,0.0,12.7,4.14,0.0,0.0,0.0,41.62,0.43,2.96,15.71,0.19,0.0
Cody White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.67,14.67,0.0,0.0,1,SEA,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,2.04,45.85,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,2.02,46.96,0.0,0.0
Colby Parkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.55,3.35,0.03,0.11,8,LAR,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.97,6.16,0.05,0.18,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,1.17,6.88,0.06,0.0
Cole Kmet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.66,7.54,0.06,0.0,7,CHI,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,2.21,25.18,0.24,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,2.33,23.89,0.18,0.0
Colston Loveland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1,CHI,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,1.93,11.58,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.04,10.99,0.0,0.0
Connor Heyward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.65,0.0,0.0,2,PIT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.02,5.73,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.17,7.38,0.0,0.0
Cooper Kupp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,0.61,7.31,0.06,0.01,10,SEA,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,3.17,39.07,0.38,0.06,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,3.14,40.02,0.34,0.0
Cooper Rush,0.62,32.56,6.47,0.05,0.02,1.4,2.78,0.55,0.0,0.0,0.0,0.0,0.0,0.27,9,BAL,34.12,2.94,0.0,220.29,1.6,0.57,1.64,0.0,0.0,0.0,0.0,0.61,36.45,3.25,0.0,236.0,2.04,0.53,1.72,0.0,0.0,0.0,0.0,0.01
Courtland Sutton,1.0,0.02,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.55,0.64,7.45,0.09,0.0,9,DEN,0.02,0.0,8.65,0.04,0.02,0.0,0.0,0.0,5.48,63.99,0.67,0.0,0.02,0.0,7.63,0.04,0.01,0.0,0.0,0.0,4.78,61.74,0.51,0.0
