name,pass_cmp,pass_att,pass_yd,pass_td,pass_int,sacks,rush_att,rush_yd,rush_td,tar,rec,rec_yd,rec_td,fum,g,team,core_pass_att,core_rush_att,core_tar,core_pass_yd,core_pass_td,core_int,core_rush_yd,core_rush_td,core_rec,core_rec_yd,core_rec_td,core_fum,proj_pass_att,proj_rush_att,proj_tar,proj_pass_yd,proj_pass_td,proj_int,proj_rush_yd,proj_rush_td,proj_rec,proj_rec_yd,proj_rec_td,proj_fum
Brandon Allen,0.56,12.67,6.55,0.03,0.08,0.83,0.83,2.5,0.0,0.0,0.0,0.0,0.0,1.0,2,TEN,12.68,0.78,0.0,81.92,0.36,0.83,1.93,0.0,0.0,0.0,0.0,0.96,14.33,0.81,0.0,92.31,0.35,1.11,2.13,0.0,0.0,0.0,0.0,0.01
Breece Hall,0.0,0.0,0.0,0.0,0.0,0.0,11.76,4.32,0.02,3.19,0.86,6.54,0.03,0.02,7,NYJ,0.0,11.78,3.04,0.0,0.0,0.0,51.61,0.28,2.59,19.85,0.09,0.33,0.0,11.0,3.01,0.0,0.0,0.0,49.32,0.28,2.77,21.07,0.13,0.01
Brenton Strange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.74,6.39,0.0,0.05,7,JAX,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,2.83,24.36,0.0,0.18,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,2.61,22.97,0.0,0.0
Brevyn Spann-Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.89,8.0,0.0,0.0,3,DAL,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,2.11,19.47,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,1.84,17.8,0.0,0.0
Brian Robinson Jr.,0.0,0.0,0.0,0.0,0.0,0.0,13.64,3.96,0.02,2.17,0.85,6.0,0.0,0.03,6,SFO,0.0,14.57,2.03,0.0,0.0,0.0,60.16,0.33,1.7,11.91,0.0,0.47,0.0,15.92,2.14,0.0,0.0,0.0,68.45,0.41,1.61,12.11,0.0,0.0
Brian Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.41,13.1,0.0,10.57,0.66,8.5,0.08,0.0,8,JAX,0.0,0.41,10.83,0.0,0.0,0.0,5.61,0.0,7.21,92.59,0.85,0.0,0.0,0.33,9.84,0.0,0.0,0.0,4.89,0.0,6.65,87.29,1.01,0.0
Brock Bowers,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.41,0.0,9.49,0.74,8.07,0.02,0.0,8,LVR,0.0,0.59,9.12,0.0,0.0,0.0,0.25,0.0,6.8,73.27,0.19,0.0,0.0,0.64,9.75,0.0,0.0,0.0,0.29,0.0,7.25,73.68,0.23,0.0
Brock Purdy,0.67,31.09,8.39,0.05,0.03,2.28,3.26,4.51,0.09,0.0,0.0,0.0,0.0,0.06,7,SFO,29.02,3.48,0.0,238.62,1.57,1.0,16.38,0.35,0.0,0.0,0.0,0.2,30.65,3.8,0.0,242.58,1.15,0.59,18.63,0.44,0.0,0.0,0.0,0.0
Brock Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.76,7.59,0.14,0.0,5,DET,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.9,8.88,0.17,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.78,9.09,0.14,0.0
Bryce Oliver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.76,11.42,0.0,0.0,4,TEN,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.15,16.91,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.27,19.05,0.0,0.0
Bryce Young,0.6,31.08,6.67,0.04,0.02,3.06,3.7,7.03,0.12,0.0,0.0,0.0,0.0,0.22,8,CAR,31.28,3.96,0.0,215.14,1.47,0.81,29.17,0.46,0.0,0.0,0.0,0.7,30.34,3.62,0.0,190.46,0.81,0.28,27.31,0.42,0.0,0.0,0.0,0.01
Bucky Irving,0.0,0.0,0.0,0.0,0.0,0.0,15.1,5.72,0.03,3.06,1.0,10.71,0.0,0.01,8,TAM,0.0,13.78,3.19,0.0,0.0,0.0,71.47,0.43,3.12,34.44,0.0,0.16,0.0,14.32,3.28,0.0,0.0,0.0,69.71,0.36,3.1,35.93,0.0,0.0
C.J. Stroud,0.6,32.62,6.45,0.03,0.03,3.49,3.23,4.46,0.0,0.04,0.0,0.0,0.0,0.08,8,HOU,32.16,3.29,0.04,205.18,1.05,0.97,14.92,0.0,0.0,0.0,0.0,0.28,35.26,2.55,0.04,219.69,0.9,0.33,8.7,0.0,0.0,0.0,0.0,0.0
Cade Otton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.63,7.81,0.01,0.0,6,TAM,0.0,0.0,5.21,0.0,0.0,0.0,0.0,0.0,3.21,41.04,0.05,0.0,0.0,0.0,5.36,0.0,0.0,0.0,0.0,0.0,3.19,42.81,0.05,0.0
Cade Stover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.78,4.26,0.09,0.0,6,HOU,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,1.38,7.48,0.17,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,1.54,8.01,0.15,0.0
Caleb Williams,0.62,33.59,6.42,0.04,0.01,4.61,4.96,6.06,0.0,0.0,0.0,0.0,0.0,0.16,9,CHI,31.85,5.11,0.0,208.8,1.52,0.36,32.41,0.0,0.0,0.0,0.0,0.81,35.6,4.45,0.0,254.6,1.54,0.34,27.57,0.0,0.0,0.0,0.0,0.02
Calvin Austin III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,0.74,9.55,0.05,0.0,8,PIT,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,3.29,42.85,0.22,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,3.56,42.56,0.21,0.0
Calvin Ridley,0.0,0.0,0.0,0.0,0.0,0.0,0.33,12.33,0.0,6.81,0.62,9.91,0.04,0.0,9,TEN,0.0,0.31,6.82,0.0,0.0,0.0,3.78,0.0,4.27,66.62,0.26,0.0,0.0,0.32,7.7,0.0,0.0,0.0,4.17,0.0,4.69,75.06,0.25,0.0
Cam Grandy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.0,5.72,0.0,0.0,3,CIN,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.38,7.84,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,1.35,8.42,0.0,0.0
Casey Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,ATL,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Tillman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,0.46,6.46,0.03,0.07,3,CLE,0.0,0.0,6.47,0.0,0.0,0.0,0.0,0.0,3.0,41.85,0.2,0.45,0.0,0.0,6.89,0.0,0.0,0.0,0.0,0.0,2.97,39.52,0.15,0.01
CeeDee Lamb,0.0,0.0,0.0,0.0,0.0,0.0,0.52,4.48,0.0,9.61,0.72,8.56,0.04,0.0,8,DAL,0.0,0.52,9.99,0.0,0.0,0.0,2.33,0.0,7.33,89.35,0.36,0.0,0.0,0.62,8.35,0.0,0.0,0.0,2.68,0.0,6.39,81.71,0.32,0.0
Charlie Kolar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.25,0.0,0.0,2,BAL,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,1.02,5.31,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.92,5.14,0.0,0.0
Charlie Woerner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.57,3.28,0.0,0.0,6,ATL,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.9,5.06,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,1.0,5.64,0.0,0.0
Chase Brown,0.0,0.0,0.0,0.0,0.0,0.0,18.63,4.16,0.02,4.82,0.88,6.88,0.07,0.0,8,CIN,0.0,18.92,4.89,0.0,0.0,0.0,80.34,0.36,4.25,32.92,0.31,0.0,0.0,23.14,4.84,0.0,0.0,0.0,100.4,0.44,4.16,35.38,0.26,0.0
Chigoziem Okonkwo,0.0,0.0,0.0,0.0,0.0,0.0,0.19,17.0,0.0,6.39,0.74,6.91,0.01,0.0,9,TEN,0.0,0.18,6.39,0.0,0.0,0.0,3.0,0.0,4.79,43.58,0.06,0.0,0.0,0.19,7.23,0.0,0.0,0.0,3.31,0.0,5.26,49.11,0.06,0.0
Chris Brooks,0.0,0.0,0.0,0.0,0.0,0.0,2.71,4.73,0.08,1.22,0.96,5.58,0.0,0.0,7,GNB,0.0,2.75,1.15,0.0,0.0,0.0,13.19,0.21,1.14,6.33,0.0,0.0,0.0,3.29,1.14,0.0,0.0,0.0,17.51,0.32,1.0,5.73,0.0,0.0
Chris Manhertz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.33,0.17,0.0,2,NYG,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,10.31,0.16,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,1.05,10.94,0.19,0.0
Chris Olave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,1,NOR,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,1.01,13.11,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.99,11.04,0.0,0.0
Chris Rodriguez,0.0,0.0,0.0,0.0,0.0,0.0,5.03,4.72,0.08,0.26,1.0,12.0,0.0,0.0,6,WAS,0.0,4.96,0.28,0.0,0.0,0.0,23.49,0.38,0.28,3.38,0.0,0.0,0.0,4.84,0.3,0.0,0.0,0.0,19.87,0.31,0.33,3.57,0.0,0.0
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,11.78,4.27,0.0,4.39,0.77,7.35,0.0,0.02,4,SFO,0.0,12.59,4.1,0.0,0.0,0.0,56.02,0.0,3.12,29.52,0.0,0.32,0.0,13.75,4.33,0.0,0.0,0.0,63.75,0.0,2.95,30.01,0.0,0.0
Christian Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.56,9.87,0.0,4.27,0.49,13.27,0.0,0.04,7,GNB,0.0,0.57,4.02,0.0,0.0,0.0,5.69,0.0,2.03,52.72,0.0,0.2,0.0,0.68,3.98,0.0,0.0,0.0,7.55,0.0,1.8,47.72,0.0,0.0
Chuba Hubbard,0.0,0.0,0.0,0.0,0.0,0.0,18.82,4.54,0.05,4.03,0.73,2.58,0.0,0.01,7,CAR,0.0,20.16,4.06,0.0,0.0,0.0,95.81,0.97,2.97,10.79,0.0,0.19,0.0,18.43,3.93,0.0,0.0,0.0,89.7,0.89,2.88,9.55,0.0,0.0
Cody White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.67,14.67,0.0,0.0,1,SEA,0.0,0.0,3.01,0.0,0.0,0.0,0.0,0.0,1.98,44.4,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,2.0,46.85,0.0,0.0
Colby Parkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.44,5.22,0.05,0.0,7,LAR,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.78,9.72,0.09,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.69,8.25,0.09,0.0
Cole Kmet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.82,7.42,0.08,0.0,6,CHI,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,2.65,24.21,0.31,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,2.7,29.52,0.31,0.0
Connor Heyward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.63,0.0,0.0,2,PIT,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,1.07,6.09,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,1.16,6.05,0.0,0.0
Cooper Kupp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,0.62,7.65,0.06,0.02,9,SEA,0.0,0.0,5.89,0.0,0.0,0.0,0.0,0.0,3.58,45.31,0.46,0.14,0.0,0.0,5.93,0.0,0.0,0.0,0.0,0.0,3.62,47.81,0.53,0.0
Cooper Rush,0.61,32.57,6.41,0.04,0.02,1.41,2.76,0.58,0.0,0.0,0.0,0.0,0.0,0.29,9,BAL,33.15,2.8,0.0,211.34,1.21,0.52,1.66,0.0,0.0,0.0,0.0,0.64,28.7,2.83,0.0,204.47,1.32,0.23,1.64,0.0,0.0,0.0,0.0,0.01
Courtland Sutton,1.0,0.04,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.49,0.64,7.82,0.08,0.0,8,DEN,0.04,0.0,8.63,0.08,0.04,0.0,0.0,0.0,5.48,66.98,0.6,0.0,0.04,0.0,8.32,0.09,0.04,0.0,0.0,0.0,5.8,71.66,0.75,0.0
Craig Reynolds,0.0,0.0,0.0,0.0,0.0,0.0,4.25,4.92,0.0,1.04,1.0,13.62,0.0,0.0,4,DET,0.0,3.95,1.07,0.0,0.0,0.0,19.84,0.0,1.02,13.7,0.0,0.0,0.0,4.44,0.9,0.0,0.0,0.0,24.25,0.0,0.88,14.02,0.0,0.0
Curtis Samuel,0.0,0.0,0.0,0.0,0.0,0.0,0.43,3.77,0.0,2.9,0.62,5.17,0.05,0.0,6,BUF,0.0,0.43,2.83,0.0,0.0,0.0,1.65,0.0,1.75,14.68,0.14,0.0,0.0,0.46,2.66,0.0,0.0,0.0,1.58,0.0,1.66,14.17,0.12,0.0
D'Andre Swift,0.0,0.0,0.0,0.0,0.0,0.0,13.3,3.56,0.01,2.96,0.83,7.42,0.0,0.0,9,CHI,0.0,13.7,2.81,0.0,0.0,0.0,51.05,0.14,2.36,21.27,0.0,0.0,0.0,11.94,3.14,0.0,0.0,0.0,43.43,0.19,2.4,25.93,0.0,0.0
D'Wayne Eskridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,1,MIA,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.0,8.04,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.89,7.06,0.0,0.0
D.J. Moore,0.0,0.09,0.0,0.0,0.0,0.0,1.2,5.91,0.0,8.98,0.74,6.93,0.02,0.0,9,CHI,0.09,1.24,8.51,0.0,0.0,0.0,7.65,0.0,6.38,60.26,0.2,0.0,0.1,1.08,9.52,0.0,0.0,0.0,6.5,0.0,6.5,73.47,0.21,0.0
D.K. Metcalf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,0.66,9.02,0.03,0.0,7,PIT,0.0,0.0,5.82,0.0,0.0,0.0,0.0,0.0,3.96,54.52,0.17,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,4.28,54.15,0.17,0.0
Dak Prescott,0.75,24.0,5.54,0.04,0.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DAL,24.95,3.02,0.0,144.42,0.91,0.0,29.97,0.0,0.0,0.0,0.0,0.0,20.85,3.6,0.0,132.07,0.8,0.0,34.55,0.0,0.0,0.0,0.0,0.0
