name,pass_cmp,pass_att,pass_yd,pass_td,pass_int,sacks,rush_att,rush_yd,rush_td,tar,rec,rec_yd,rec_td,fum,g,team,core_pass_att,core_rush_att,core_tar,core_pass_yd,core_pass_td,core_int,core_rush_yd,core_rush_td,core_rec,core_rec_yd,core_rec_td,core_fum,proj_pass_att,proj_rush_att,proj_tar,proj_pass_yd,proj_pass_td,proj_int,proj_rush_yd,proj_rush_td,proj_rec,proj_rec_yd,proj_rec_td,proj_fum
Alexander Mattison,0.0,0.0,0.0,0.0,0.0,0.0,6.04,2.91,0.03,2.74,0.54,3.98,0.0,0.02,5,MIA,0.0,5.86,2.7,0.0,0.0,0.0,17.65,0.18,1.43,10.79,0.0,0.19,0.0,6.43,2.53,0.0,0.0,0.0,19.89,0.17,1.33,9.58,0.0,0.0
Allen Lazard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.31,3.47,0.0,0.0,4,NYJ,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.87,9.88,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.96,11.16,0.0,0.0
Alvin Kamara,0.0,0.0,0.0,0.0,0.0,0.0,7.83,3.87,0.0,2.72,0.82,6.88,0.05,0.0,6,NOR,0.0,7.56,2.68,0.0,0.0,0.0,28.7,0.0,2.21,18.4,0.12,0.0,0.0,9.61,2.42,0.0,0.0,0.0,37.35,0.0,2.11,16.13,0.12,0.0
Amon-Ra St. Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.12,4.91,0.0,5.74,0.81,9.21,0.08,0.02,9,DET,0.0,0.12,5.84,0.0,0.0,0.0,0.59,0.0,4.55,50.7,0.46,0.13,0.0,0.13,5.05,0.0,0.0,0.0,0.68,0.0,4.09,53.14,0.4,0.0
Andrei Iosivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.69,9.97,0.09,0.0,8,CIN,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,1.62,23.36,0.2,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,1.55,24.45,0.15,0.0
Andrew Beck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,1,NYJ,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Ogletree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.39,5.15,0.0,0.0,5,IND,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.25,3.21,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.31,4.1,0.0,0.0
Anthony Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,23.0,0.0,0.0,1,IND,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.79,17.39,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.96,22.19,0.0,0.0
Anthony Richardson,0.5,16.14,6.39,0.03,0.05,3.3,5.62,6.12,0.11,0.16,1.0,-1.0,0.0,0.04,5,IND,16.14,5.44,0.16,97.5,0.45,0.75,34.84,0.49,0.16,-0.15,0.0,0.22,19.62,5.05,0.19,124.37,0.49,1.06,29.19,0.44,0.19,-0.19,0.0,0.0
Antonio Gibson,0.0,0.0,0.0,0.0,0.0,0.0,4.64,4.91,0.02,0.75,0.75,7.03,0.0,0.02,8,NWE,0.0,4.66,0.78,0.0,0.0,0.0,22.48,0.09,0.57,5.35,0.0,0.13,0.0,3.68,0.87,0.0,0.0,0.0,16.71,0.02,0.62,5.39,0.0,0.0
Ashton Dulin,0.0,0.0,0.0,0.0,0.0,0.0,0.23,7.86,0.0,0.3,0.0,0.0,0.0,0.0,3,IND,0.0,0.22,0.3,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.36,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0
Austin Ekeler,0.0,0.0,0.0,0.0,0.0,0.0,2.85,3.11,0.07,1.62,0.78,7.22,0.0,0.05,4,WAS,0.0,2.67,1.68,0.0,0.0,0.0,8.36,0.2,1.31,12.23,0.0,0.17,0.0,2.39,1.9,0.0,0.0,0.0,5.99,0.11,1.58,13.59,0.0,0.0
Austin Hooper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.93,10.89,0.06,0.03,8,NWE,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,2.02,23.86,0.13,0.08,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,2.22,24.04,0.1,0.0
Baker Mayfield,0.74,20.29,8.82,0.08,0.03,12.6,1.52,7.57,0.04,0.0,0.0,0.0,0.0,0.39,8,TAM,20.81,1.36,0.0,180.22,1.45,0.65,9.22,0.06,0.0,0.0,0.0,0.5,20.67,1.41,0.0,176.35,1.37,0.96,9.7,0.06,0.0,0.0,0.0,0.01
Ben Sims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,2.0,0.0,0.0,1,GNB,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.71,1.34,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.55,1.1,0.0,0.0
Ben Sinnott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1.0,6.12,0.0,0.0,3,WAS,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.55,3.39,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.66,3.77,0.0,0.0
Ben Skowronek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,14.31,0.0,0.0,4,PIT,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.96,14.1,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.97,13.17,0.0,0.0
Ben VanSumeren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,1,PHI,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0
Bijan Robinson,0.0,0.0,0.0,0.0,0.0,0.0,12.5,4.66,0.06,2.2,0.82,4.64,0.0,0.01,8,ATL,0.0,12.31,2.15,0.0,0.0,0.0,57.15,0.75,1.8,9.91,0.0,0.14,0.0,10.83,2.3,0.0,0.0,0.0,47.01,0.64,1.91,10.45,0.0,0.0
Blake Corum,0.0,0.0,0.0,0.0,0.0,0.0,2.62,3.17,0.0,0.34,0.74,5.45,0.0,0.0,9,LAR,0.0,2.55,0.34,0.0,0.0,0.0,8.22,0.0,0.26,1.96,0.0,0.0,0.0,3.14,0.27,0.0,0.0,0.0,10.56,0.0,0.22,1.65,0.0,0.0
Blake Whiteheart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.42,6.25,0.0,0.0,5,CLE,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.28,4.24,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.26,3.55,0.0,0.0
Bo Nix,0.68,20.52,6.73,0.07,0.03,6.9,2.66,3.97,0.0,0.02,1.0,2.0,1.0,0.1,8,DEN,20.55,2.81,0.02,141.05,1.36,0.49,11.15,0.0,0.02,0.04,0.02,0.27,18.44,2.8,0.02,138.06,1.75,0.9,9.45,0.0,0.02,0.04,0.02,0.0
Braelon Allen,0.0,0.0,0.0,0.0,0.0,0.0,2.97,3.51,0.0,0.76,0.85,7.02,0.0,0.0,8,NYJ,0.0,3.08,0.75,0.0,0.0,0.0,10.88,0.0,0.63,5.33,0.0,0.0,0.0,2.95,0.8,0.0,0.0,0.0,10.37,0.0,0.7,6.02,0.0,0.0
Brandin Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.55,6.39,0.06,0.0,5,NOR,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,2.28,26.39,0.23,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0,0.0,2.19,23.14,0.23,0.0
Brandon Allen,0.56,7.6,6.55,0.03,0.08,1.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,1.0,2,TEN,7.77,0.49,0.0,50.97,0.23,0.54,1.21,0.0,0.0,0.0,0.0,0.59,8.52,0.44,0.0,52.72,0.18,0.54,1.19,0.0,0.0,0.0,0.0,0.0
Breece Hall,0.0,0.0,0.0,0.0,0.0,0.0,7.06,4.32,0.02,1.91,0.86,6.54,0.03,0.02,7,NYJ,0.0,7.32,1.88,0.0,0.0,0.0,31.83,0.16,1.61,12.49,0.06,0.21,0.0,7.01,2.0,0.0,0.0,0.0,30.33,0.17,1.79,14.1,0.09,0.01
Brenton Strange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.74,6.39,0.0,0.05,7,JAX,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,1.93,16.41,0.0,0.13,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,2.04,17.24,0.0,0.0
Brevyn Spann-Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.89,8.0,0.0,0.0,3,DAL,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,1.17,10.74,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,1.16,11.47,0.0,0.0
Brian Robinson Jr.,0.0,0.0,0.0,0.0,0.0,0.0,9.55,3.96,0.02,1.52,0.85,6.0,0.0,0.03,6,SFO,0.0,10.77,1.44,0.0,0.0,0.0,45.41,0.23,1.22,8.52,0.0,0.33,0.0,12.91,1.52,0.0,0.0,0.0,55.45,0.27,1.16,8.58,0.0,0.0
Brian Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.25,13.1,0.0,6.48,0.66,8.5,0.08,0.0,8,JAX,0.0,0.25,6.77,0.0,0.0,0.0,3.31,0.0,4.47,56.8,0.51,0.0,0.0,0.23,6.98,0.0,0.0,0.0,3.46,0.0,4.73,59.68,0.64,0.0
Brock Bowers,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.41,0.0,6.05,0.74,8.07,0.02,0.0,8,LVR,0.0,0.36,5.65,0.0,0.0,0.0,0.15,0.0,4.27,46.56,0.13,0.0,0.0,0.37,5.5,0.0,0.0,0.0,0.17,0.0,4.21,42.98,0.14,0.0
Brock Purdy,0.67,20.87,8.39,0.05,0.03,10.7,2.19,4.51,0.09,0.0,0.0,0.0,0.0,0.06,7,SFO,19.84,2.47,0.0,163.64,1.1,0.7,11.86,0.24,0.0,0.0,0.0,0.14,20.87,2.96,0.0,164.79,0.93,0.23,14.48,0.28,0.0,0.0,0.0,0.0
Brock Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.76,7.59,0.14,0.0,5,DET,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.43,4.22,0.08,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.39,4.42,0.07,0.0
Bryce Oliver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.76,11.42,0.0,0.0,4,TEN,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.65,9.59,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.7,9.92,0.0,0.0
Bryce Young,0.6,19.42,6.67,0.04,0.02,15.3,2.31,7.03,0.12,0.0,0.0,0.0,0.0,0.22,8,CAR,19.42,2.41,0.0,132.8,0.9,0.45,17.82,0.28,0.0,0.0,0.0,0.42,17.64,2.33,0.0,115.75,0.56,0.16,18.98,0.37,0.0,0.0,0.0,0.01
Bucky Irving,0.0,0.0,0.0,0.0,0.0,0.0,9.44,5.72,0.03,1.91,1.0,10.71,0.0,0.01,8,TAM,0.0,8.43,1.96,0.0,0.0,0.0,43.29,0.27,1.91,20.6,0.0,0.1,0.0,8.75,1.95,0.0,0.0,0.0,45.5,0.29,1.89,20.16,0.0,0.0
C.J. Stroud,0.6,19.16,6.45,0.03,0.03,16.4,1.9,4.46,0.0,0.02,0.0,0.0,0.0,0.08,8,HOU,19.5,1.98,0.02,124.22,0.65,0.56,8.89,0.0,0.0,0.0,0.0,0.17,21.1,1.41,0.02,129.1,0.51,0.23,4.45,0.0,0.0,0.0,0.0,0.0
Cade Otton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.63,7.81,0.01,0.0,6,TAM,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,1.62,20.29,0.02,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,1.61,19.86,0.02,0.0
Cade Stover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.78,4.26,0.09,0.0,6,HOU,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.72,3.85,0.09,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.76,4.01,0.07,0.0
Caleb Williams,0.62,20.16,6.42,0.04,0.01,24.9,2.98,6.06,0.0,0.0,0.0,0.0,0.0,0.16,9,CHI,19.98,3.15,0.0,126.85,0.89,0.24,19.6,0.0,0.0,0.0,0.0,0.52,20.11,2.5,0.0,151.93,0.91,0.19,15.44,0.0,0.0,0.0,0.0,0.01
Calvin Austin III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.74,9.55,0.05,0.0,8,PIT,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,2.13,28.23,0.15,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,2.16,26.36,0.14,0.0
Calvin Ridley,0.0,0.0,0.0,0.0,0.0,0.0,0.2,12.33,0.0,4.09,0.62,9.91,0.04,0.0,9,TEN,0.0,0.2,4.18,0.0,0.0,0.0,2.39,0.0,2.63,41.5,0.17,0.0,0.0,0.18,4.58,0.0,0.0,0.0,2.35,0.0,2.83,42.93,0.13,0.0
Cam Grandy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.0,5.72,0.0,0.0,3,CIN,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.96,5.46,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.92,5.72,0.0,0.0
Casey Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1,ATL,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Tillman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.46,6.46,0.03,0.07,3,CLE,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,1.07,15.03,0.07,0.17,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.97,12.59,0.04,0.0
CeeDee Lamb,0.0,0.0,0.0,0.0,0.0,0.0,0.29,4.48,0.0,5.29,0.72,8.56,0.04,0.0,8,DAL,0.0,0.29,5.39,0.0,0.0,0.0,1.28,0.0,3.95,47.88,0.19,0.0,0.0,0.37,5.06,0.0,0.0,0.0,1.51,0.0,3.92,51.13,0.19,0.0
Charlie Kolar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,5.25,0.0,0.0,2,BAL,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.38,2.02,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.38,2.05,0.0,0.0
Charlie Woerner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.57,3.28,0.0,0.0,6,ATL,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.64,3.6,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.68,3.79,0.0,0.0
Chase Brown,0.0,0.0,0.0,0.0,0.0,0.0,11.41,4.16,0.02,2.95,0.88,6.88,0.07,0.0,8,CIN,0.0,11.3,2.95,0.0,0.0,0.0,47.69,0.23,2.56,19.98,0.19,0.0,0.0,12.67,2.93,0.0,0.0,0.0,53.86,0.25,2.45,20.92,0.15,0.0
Chigoziem Okonkwo,0.0,0.0,0.0,0.0,0.0,0.0,0.11,17.0,0.0,3.83,0.74,6.91,0.01,0.0,9,TEN,0.0,0.11,3.91,0.0,0.0,0.0,1.81,0.0,2.94,27.1,0.04,0.0,0.0,0.1,4.29,0.0,0.0,0.0,1.78,0.0,3.17,28.03,0.03,0.0
Chris Brooks,0.0,0.0,0.0,0.0,0.0,0.0,1.59,4.73,0.08,0.71,0.96,5.58,0.0,0.0,7,GNB,0.0,1.64,0.7,0.0,0.0,0.0,7.84,0.12,0.69,3.79,0.0,0.0,0.0,1.59,0.65,0.0,0.0,0.0,8.22,0.15,0.54,3.12,0.0,0.0
Chris Manhertz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,10.33,0.17,0.0,2,NYG,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.62,6.4,0.1,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.63,6.64,0.11,0.0
Chris Olave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,13.0,0.0,0.0,1,NOR,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,2.56,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.19,2.24,0.0,0.0
Chris Rodriguez,0.0,0.0,0.0,0.0,0.0,0.0,3.18,4.72,0.08,0.17,1.0,12.0,0.0,0.0,6,WAS,0.0,2.98,0.18,0.0,0.0,0.0,14.15,0.26,0.18,2.13,0.0,0.0,0.0,2.67,0.2,0.0,0.0,0.0,10.14,0.15,0.21,2.37,0.0,0.0
Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,5.3,4.27,0.0,1.97,0.77,7.35,0.0,0.02,4,SFO,0.0,5.98,1.87,0.0,0.0,0.0,27.17,0.0,1.44,13.53,0.0,0.14,0.0,7.17,1.97,0.0,0.0,0.0,33.18,0.0,1.36,13.63,0.0,0.0
Christian Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.33,9.87,0.0,2.5,0.49,13.27,0.0,0.04,7,GNB,0.0,0.34,2.48,0.0,0.0,0.0,3.4,0.0,1.24,31.71,0.0,0.13,0.0,0.33,2.27,0.0,0.0,0.0,3.56,0.0,0.96,26.15,0.0,0.0
Chuba Hubbard,0.0,0.0,0.0,0.0,0.0,0.0,10.76,4.54,0.05,2.3,0.73,2.58,0.0,0.01,7,CAR,0.0,11.24,2.3,0.0,0.0,0.0,53.6,0.54,1.69,6.08,0.0,0.11,0.0,10.87,2.09,0.0,0.0,0.0,57.08,0.72,1.58,5.3,0.0,0.0
Cody White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.67,14.67,0.0,0.0,1,SEA,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.4,8.91,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.44,10.17,0.0,0.0
Colby Parkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.44,5.22,0.05,0.0,7,LAR,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.55,6.81,0.06,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.47,5.72,0.07,0.0
Cole Kmet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.82,7.42,0.08,0.0,6,CHI,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,1.6,14.33,0.17,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,1.54,17.16,0.18,0.0
Connor Heyward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.0,5.63,0.0,0.0,2,PIT,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,1.02,5.86,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,1.03,5.47,0.0,0.0
Cooper Kupp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.62,7.65,0.06,0.02,9,SEA,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,2.16,27.27,0.26,0.1,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,2.38,31.1,0.35,0.0
Cooper Rush,0.61,19.54,6.41,0.04,0.02,7.6,1.66,0.58,0.0,0.0,0.0,0.0,0.0,0.29,9,BAL,19.01,1.59,0.0,120.3,0.68,0.3,0.93,0.0,0.0,0.0,0.0,0.38,18.22,1.8,0.0,122.17,0.77,0.13,0.97,0.0,0.0,0.0,0.0,0.01
Courtland Sutton,1.0,0.02,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.99,0.64,7.82,0.08,0.0,8,DEN,0.02,0.0,5.0,0.04,0.02,0.0,0.0,0.0,3.2,39.86,0.38,0.0,0.02,0.0,4.48,0.04,0.02,0.0,0.0,0.0,3.09,39.01,0.49,0.0
Craig Reynolds,0.0,0.0,0.0,0.0,0.0,0.0,2.98,4.92,0.0,0.72,1.0,13.62,0.0,0.0,4,DET,0.0,2.86,0.73,0.0,0.0,0.0,14.77,0.0,0.7,9.41,0.0,0.0,0.0,3.14,0.63,0.0,0.0,0.0,16.94,0.0,0.63,9.86,0.0,0.0
Curtis Samuel,0.0,0.0,0.0,0.0,0.0,0.0,0.22,3.77,0.0,1.45,0.62,5.17,0.05,0.0,6,BUF,0.0,0.23,1.45,0.0,0.0,0.0,0.86,0.0,0.9,7.53,0.07,0.0,0.0,0.25,1.42,0.0,0.0,0.0,0.78,0.0,0.9,7.56,0.08,0.0
D'Andre Swift,0.0,0.0,0.0,0.0,0.0,0.0,7.98,3.56,0.01,1.78,0.82,7.42,0.0,0.0,9,CHI,0.0,8.43,1.76,0.0,0.0,0.0,30.83,0.07,1.44,12.94,0.0,0.0,0.0,6.68,1.78,0.0,0.0,0.0,24.29,0.12,1.39,15.5,0.0,0.0
D'Wayne Eskridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,1,MIA,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.97,7.92,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.9,7.03,0.0,0.0
D.J. Moore,0.0,0.06,0.0,0.0,0.0,0.0,0.72,5.91,0.0,5.39,0.74,6.93,0.02,0.0,9,CHI,0.06,0.76,5.34,0.0,0.0,0.0,4.62,0.0,3.95,36.61,0.12,0.0,0.06,0.6,5.38,0.0,0.0,0.0,3.64,0.0,3.8,43.85,0.12,0.0
D.K. Metcalf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.66,9.02,0.03,0.0,7,PIT,0.0,0.0,4.01,0.0,0.0,0.0,0.0,0.0,2.76,38.62,0.13,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0,2.79,36.05,0.12,0.0
Dak Prescott,0.75,4.8,5.54,0.04,0.0,0.6,0.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DAL,4.89,0.6,0.0,28.12,0.17,0.0,5.93,0.0,0.0,0.0,0.0,0.0,4.59,0.76,0.0,30.03,0.18,0.0,6.98,0.0,0.0,0.0,0.0,0.0
